"时间戳","社会统一信用代码 主键","企业名称","省","行政区划省","市","行政区划市","区县","行政区划区县","详细地址","国民经济门类","国民经济大类","国民经济中类","国民经济小类","上报状态 1已上报 0未上报","上报时间","上报时间字符串yyyyMMdd","是否规上企业 1 是 0 否","国民经济门类","国民经济大类","国民经济中类","国民经济小类","乡镇/街道","乡镇/街道名称","行业监管大类","是否编辑","是否修改","创建人","创建日期","修改人","修改日期","数据来源","标准地址","经度","纬度","风险报告ID（二次加工，最新一次近两年）","企业安全风险等级,字典：ep_last_level(A、B、C、D)","上报方式","年份标志","生产经营地址","标准地址id"
2026-03-09 18:31:39.000,"913205076283929435",苏州市三诚医药包装有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春旺路88号咏春科技园6号楼、7号楼,C,"33","333","3333","1",2026-01-26 14:44:31.000,"20260126","1",制造业,金属制品业,集装箱及金属包装容器制造,金属包装容器及材料制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路88号11-12幢,"120.524321","31.430757",e59a78e11af94a29bd15ed9bf6f6b435,D,"1",,,"3205000013368579"
2026-03-09 18:31:40.000,"91320507MA1PYNJ35K",苏州大用智能制造有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇东桥长旺路21号一栋一层,C,"33","331","3312","1",2026-02-04 10:49:35.000,"20260204","1",制造业,金属制品业,结构性金属制品制造,金属门窗制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区望亭镇创新中路1号,"120.510933","31.408193",a8f8845839984902b8c0712d31c62e7a,D,"1",,,"3205000013374889"
2026-03-09 18:31:40.000,"91320507MA1W0C6U4H",扬子江新型材料(苏州)有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区潘阳工业园春丰路 88 号,C,"33","336",,"0",,"20250306","1",制造业,金属制品业,金属表面处理及热处理加工,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春丰路88号,"120.537876","31.437294","24ba3e20513547c3bbefbc349a1dfc4b",B,"1",,,"3205000013421067"
2026-03-09 18:31:40.000,"91320507MA1MYQCH0R",苏州巴洛特新材料有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春丰路88号,C,"33","336",,"2",,"20250317","1",制造业,金属制品业,金属表面处理及热处理加工,,"320507103",黄埭镇,E_4,"0","1",,,,,,江苏省苏州市相城区黄埭镇春丰路88号,"120.537876","31.437294",,,"1",,,"3205000013421067"
2026-03-09 18:31:39.000,"91320506MA1YMGX2XX",苏州诚悦凯机械设备有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇警民路9号,C,"33","338","3389","1",2026-02-27 11:48:10.000,"20260227","0",制造业,金属制品业,金属制日用品制造,其他金属制日用品制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇警民路9号,"120.506861","31.406326",f7791de460d048569a79dac04c039074,D,"1",,,"3205000013444981"
2026-03-09 18:31:40.000,"91320507MA1UULB74H",苏州五嘉晨建筑工业有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇健民路52号,C,"35","351","3514","0",,"20250211","1",制造业,专用设备制造业,采矿、冶金、建筑专用设备制造,建筑工程用机械制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇健民路52号,"120.49602","31.43653","8da17976e14d45a3b1cbf0315d66941c",D,"1",,,"3205000013536083"
2026-03-09 18:31:40.000,"91320509313908861A",苏州创思奇转移印花有限公司,江苏省,"320000",苏州市,"320500",吴江区,"320509",吴江区盛泽镇圣塘村,C,"17","175","1752","2",,"20240115","0",制造业,纺织业,化纤织造及印染精加工,化纤织物染整精加工,"320509103",吴江高新区（盛泽镇）,E_6,,,,,,,,吴江区盛泽镇圣塘村,,,,,"1",,,
2026-03-09 18:31:37.000,"320582600675585",张家港市杨舍乘航美蕾织造厂,江苏省,"320000",苏州市,"320500",张家港市,"320582",张家港市杨舍镇庆安村,C,"17","176","1761","0",,"20250120","0",制造业,纺织业,针织或钩针编织物及其制品制造,针织或钩针编织物织造,"320582110",经开区（杨舍镇）,E,,,,,,,,,,,,,"2",,,
2026-03-09 18:31:40.000,"91320507MA7KLN3C2U",苏州海合奇薄膜科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇东桥爱民路18号一幢一层,C,"29","292","2921","0",,"20250307","0",制造业,橡胶和塑料制品业,塑料制品业,塑料薄膜制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇金龙村爱民路18号,"120.507312","31.411418","733e3eb1c29f445788b028d5fd647812",D,"1",,,"3205000013615974"
2026-03-09 18:31:37.000,"320582600766049",张家港市凤凰良缘花式线厂,江苏省,"320000",苏州市,"320500",张家港市,"320582",张家港市双龙村,C,"17","176",,"0",,"20250212","0",制造业,纺织业,针织或钩针编织物及其制品制造,,"320582103",凤凰镇,E,,,,,,,,,,,,,"2",,,
2026-03-09 18:31:39.000,"91320507559326407Q",苏州合弘机械厂,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇安民路9号,C,"34","348","3489","1",2026-02-27 14:52:48.000,"20260227","0",制造业,通用设备制造业,通用零部件制造,其他通用零部件制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇安民路9号,"120.488306","31.421614","735ec5032ecd425b8a3113624ede200b",,"1",,,"3205000013627851"
2026-03-09 18:31:40.000,"91320507MA22KJNJ5P",苏州杰泽汐智能科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇东桥安民路9号东面,C,"33","332","3329","0",,"20250317","0",制造业,金属制品业,金属工具制造,其他金属工具制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇安民路9号,"120.488306","31.421614",e46f0d75e1354eec9803cc098856e33b,D,"1",,,"3205000013627851"
2026-03-09 18:31:37.000,"320582601087726",张家港市凤凰镇顺鑫居工艺软包雕花厂,江苏省,"320000",苏州市,"320500",张家港市,"320582",张家港市凤凰镇恬庄村联升毛纺厂内,C,"21","219",,"2",,"20240228","0",制造业,家具制造业,其他家具制造,,"320582103",凤凰镇,E_5,,,,,,,,,,,,,"2",,,
2026-03-09 18:31:40.000,"91320507MA25EGPW6D",华日轻金（苏州）精密配件有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春申路1000号,C,"36","367",,"1",2026-02-09 14:03:56.000,"20260209","1",制造业,汽车制造业,汽车零部件及配件制造,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春申路1000号,"120.526093","31.442754","7a615bc8d70246a597115138a757a431",D,"1",,,"3205000013628289"
2026-03-09 18:31:39.000,"9132050758841692X6",苏州铭恒金属材料科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春申路1000号,C,"33","339","3392","1",2026-01-06 16:11:59.000,"20260106","1",制造业,金属制品业,铸造及其他金属制品制造,有色金属铸造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春申路1000号,"120.526093","31.442754","2a82d554ab05469ab029714ce48e1074",B,"1",,,"3205000013628289"
2026-03-09 18:31:37.000,"320582601278208",张家港市大新舒创机械厂,江苏省,"320000",苏州市,"320500",张家港市,"320582",张家港市大新镇海坝路8号,C,"34","348","3484","0",,"20250108","0",制造业,通用设备制造业,通用零部件制造,机械零部件加工,"320582116",大新镇,E,,,,,,,,,,,,,"2",,,
2026-03-09 18:31:37.000,"320583600340693",昆山市千灯镇三密门窗厂,江苏省,"320000",苏州市,"320500",昆山市,"320583",石浦镇汽车站旁,C,"33","331","3312","2",,,"0",制造业,金属制品业,结构性金属制品制造,金属门窗制造,"320583113",千灯镇,E_4,,,,,,,,,,,,,"2",,,
2026-03-09 18:31:37.000,"320583601262159",昆山市张浦镇腾沂胜模具厂,江苏省,"320000",苏州市,"320500",昆山市,"320583",江苏省苏州市昆山市张浦镇机场路2号2幢,C,"41","411","4119","2",,"20240122","0",制造业,其他制造业,日用杂品制造,其他日用杂品制造,"320583111",张浦镇,E_5,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:37.000,"320583601382776",昆山市张浦镇宇泽绣品厂,江苏省,"320000",苏州市,"320500",昆山市,"320583",张浦镇商泱路598号,C,"18","182","1829","2",,"20250217","0",制造业,纺织服装、服饰业,针织或钩针编织服装制造,其他针织或钩针编织服装制造,"320583111",张浦镇,E_6,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:39.000,"913205077265775626",苏州市华泰精密机械有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路8号,C,"38","389","3899","1",2026-01-28 08:54:18.000,"20260128","1",制造业,电气机械和器材制造业,其他电气机械及器材制造,其他未列明电气机械及器材制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路8号,"120.536931","31.431649","9bff03d063a14126ad018a3aeca58810",D,"1",,,"3205000013652249"
2026-03-09 18:31:40.000,"91320507MA1PYDWP0G",苏州讯耀精密机械有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春秋路16号,C,"34","348","3484","0",,"20250307","0",制造业,通用设备制造业,通用零部件制造,机械零部件加工,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路16号,"120.53143","31.43334","1612f180f5c84629a94da08dd9b556ea",D,"1",,,"3205000013653726"
2026-03-09 18:31:39.000,"913205075580592043",苏州乐斯明机械科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇潘阳工业园春秋路16号,C,"34","349","3499","1",2026-01-26 10:44:56.000,"20260126","0",制造业,通用设备制造业,其他通用设备制造业,其他未列明通用设备制造业,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路14号,"120.531058","31.430682",ab44103a27c34805b923493e055595c0,D,"1",,,"3205000013653726"
2026-03-09 18:31:37.000,"913205007437362380",佑达光电科技(苏州)有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区潘阳工业园春秋路16号,C,"39","398","3989","0",,"20250310","0",制造业,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,其他电子元件制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路16号,"120.53143","31.43334","3de520dabd4847f2970cfd175fbbe070",C,"1",,,"3205000013653726"
2026-03-09 18:31:40.000,"9132050813796269XK",苏州市采香斋食品有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇潘阳工业园春秋路16号1期厂房二楼以及一楼西侧,C,"14","142","1421","1",2026-01-04 12:02:36.000,"20260104","0",制造业,食品制造业,糖果、巧克力及蜜饯制造,糖果、巧克力制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路16号,"120.53143","31.43334","8a431a406cda489bbb38c231c981a979",D,"1",,,"3205000013653726"
2026-03-09 18:31:39.000,"913205075855688134",苏州市杰士迅精密电子有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春秋路18号西边第三幢,C,"34","342","3429","1",2026-02-28 14:36:24.000,"20260228","0",制造业,通用设备制造业,金属加工机械制造,其他金属加工机械制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路18号,"120.52981","31.43388",c9d06a57563e4d259d6e1f25f7fb490f,D,"1",,,"3205000013657946"
2026-03-09 18:31:40.000,"913205093309190872",苏州协鼎纺织整理有限公司,江苏省,"320000",苏州市,"320500",吴江区,"320509",吴江区盛泽镇圣塘村,C,"17","175","1752","0",,"20250111","0",制造业,纺织业,化纤织造及印染精加工,化纤织物染整精加工,"320509103",吴江高新区（盛泽镇）,E,,,,,,,,吴江区盛泽镇圣塘村,,,,,"2",,,
2026-03-09 18:31:37.000,"320584600668346",吴江区同里镇玉山五金厂,江苏省,"320000",苏州市,"320500",吴江区,"320509",,C,"33","331","3311","2",,"20240118","0",制造业,金属制品业,结构性金属制品制造,金属结构制造,"320509101",同里镇,E_4,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:39.000,"913205077883800799",苏州富源模具有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇潘阳工业园春秋路18号西面第二栋厂房,C,"41","419",,"2",,"20250307","0",制造业,其他制造业,其他未列明制造业,,"320507103",黄埭镇,E_8,"0","1",,,,,,江苏省苏州市相城区黄埭镇春秋路18号,"120.52981","31.43388",,,"1",,,"3205000013657946"
2026-03-09 18:31:40.000,"91320507MA1WERDK4B",苏州旭淼净化科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路18号,C,"34","349","3499","1",2026-02-04 10:49:17.000,"20260204","0",制造业,通用设备制造业,其他通用设备制造业,其他未列明通用设备制造业,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇长平路99号,"120.501175","31.439412","680f4c2cd1cf4800a87731a699e2308c",C,"1",,,"3205000013657946"
2026-03-09 18:31:40.000,"91320507MA7GE3G86E",苏州久众玖精工科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春秋路18号1号楼,C,"34","342","3429","1",2026-01-13 14:43:22.000,"20260113","0",制造业,通用设备制造业,金属加工机械制造,其他金属加工机械制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇长平路99号,"120.501175","31.439412",b0a0d9f03f3847689dd867d9acbec4ab,D,"1",,,"3205000013657946"
2026-03-09 18:31:39.000,"913205077539064722",苏州锦祥精密模具有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路西1号,C,"43","431",,"1",2026-01-07 11:30:56.000,"20260107","1",制造业,金属制品、机械和设备修理业,金属制品修理,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路1号,"120.544674","31.430197","3297cf07a74b4ddfbef0c4df35123989",C,"1",,,"3205000013658115"
2026-03-09 18:31:40.000,"91320507MA272FQX4Y",苏州惠永业精密科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路1号厂房1栋1楼东,C,"33","338","3389","0",,"20250523","0",制造业,金属制品业,金属制日用品制造,其他金属制日用品制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路1号,"120.544674","31.430197",ea8b5e7329f042ba9463ac8d08c97b10,D,"1",,,"3205000013658115"
2026-03-09 18:31:40.000,"91320507MA1T5F425N",苏州新尧丰电子科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路1号,C,"39","398","3989","0",,"20250224","0",制造业,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,其他电子元件制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路1号,"120.544674","31.430197","5526a92425b1451fb3360d5eba861106",D,"1",,,"3205000013658115"
2026-03-09 18:31:39.000,"91320507749422563J",苏州市汇海体育用品服饰有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路1号,C,"18","183",,"1",2026-01-05 15:45:50.000,"20260105","0",制造业,纺织服装、服饰业,服饰制造,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路1号,"120.544674","31.430197","7c6468da3487439c81b25666ee0ab80c",D,"1",,,"3205000013658115"
2026-03-09 18:31:37.000,"320585600319545",太仓市浏河镇省通富强水产经营部,江苏省,"320000",苏州市,"320500",太仓市,"320585",,C,"13","139","1399","2",,"20240117","0",制造业,农副食品加工业,其他农副食品加工,其他未列明农副食品加工,"320585111",浏河镇,E_5,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:37.000,"320585600320707",太仓市浏河镇伟友五金机械厂,江苏省,"320000",苏州市,"320500",太仓市,"320585",,C,"43","439",,"2",,"20240123","0",制造业,金属制品、机械和设备修理业,其他机械和设备修理业,,"320585501",高新区,E_4,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:37.000,"320585600352258",太仓市双凤镇泰旭五金加工厂,江苏省,"320000",苏州市,"320500",太仓市,"320585",太仓市双凤镇凤北路,C,"34","349","3499","2",,"20240123","0",制造业,通用设备制造业,其他通用设备制造业,其他未列明通用设备制造业,"320585109",双凤镇,E_4,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:37.000,"320585600461138",太仓经济开发区板桥运腾鸿服装厂,江苏省,"320000",苏州市,"320500",太仓市,"320585",,C,"18","183",,"2",,"20240130","0",制造业,纺织服装、服饰业,服饰制造,,"320585501",高新区,E_6,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:39.000,"91320507785951390D",苏州市诚信包装印刷有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春秋路1号,C,"23","231","2319","1",2026-01-07 10:10:47.000,"20260107","0",制造业,印刷和记录媒介复制业,印刷,包装装潢及其他印刷,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春秋路1号,"120.544674","31.430197","27e4b2fdd9b64f7ba3251d5400306c50",D,"1",,,"3205000013658115"
2026-03-09 18:31:40.000,"91320507MA27B1L465",苏州共通赢电子科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春丰路426号,C,"38","389","3899","1",2026-01-23 09:51:33.000,"20260123","0",制造业,电气机械和器材制造业,其他电气机械及器材制造,其他未列明电气机械及器材制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春丰路426号,"120.528476","31.43881",b1f416ab09ee485fabee2e036616ccf1,C,"1",,,"3205000013665453"
2026-03-09 18:31:37.000,"320585600665675",太仓市璜泾镇大阳纱线厂,江苏省,"320000",苏州市,"320500",太仓市,"320585",璜泾镇雅鹿村,C,"17","175","1751","2",,"20250219","0",制造业,纺织业,化纤织造及印染精加工,化纤织造加工,"320585105",璜泾镇,E_6,"0","1",,,,,,,,,,,"1",,,
2026-03-09 18:31:39.000,"91320507767352650A",苏州市顺开电器有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春旺路9号,C,"33","331","3311","1",2026-02-04 14:00:53.000,"20260204","0",制造业,金属制品业,结构性金属制品制造,金属结构制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路9号,"120.533489","31.430451",e361de1516104d529d70cf45441666e8,D,"1",,,"3205000013677474"
2026-03-09 18:31:37.000,"320585600675046",太仓市双凤镇凯胜特模具厂,江苏省,"320000",苏州市,"320500",太仓市,"320585",,C,"35","352","3525","2",,"20240124","0",制造业,专用设备制造业,化工、木材、非金属加工专用设备制造,模具制造,"320585109",双凤镇,E_4,,,,,,,,,,,,,"1",,,
2026-03-09 18:31:39.000,"91320507MA1MAGUC6P",苏州市雅致印刷有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春旺路6号,C,"23","231","2319","0",,"20250313","1",制造业,印刷和记录媒介复制业,印刷,包装装潢及其他印刷,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路6号,"120.536889","31.429722","469836553b564070ad5c9e6fde4d61bc",B,"1",,,"3205000013679576"
2026-03-09 18:31:39.000,"9132050772869288X7",苏州市麦点彩印有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春旺路6号,C,"23","231","2319","0",,"20250308","1",制造业,印刷和记录媒介复制业,印刷,包装装潢及其他印刷,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路6号,"120.536889","31.429722","327e453144a3401ebc00991b44a7d5da",B,"1",,,"3205000013679576"
2026-03-09 18:31:40.000,"91320507MACDXP5HXC",苏州瑞煜兴模具科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春旺路13号北幢1楼东区,C,"33","332","3321","1",2026-02-04 15:22:22.000,"20260204","0",制造业,金属制品业,金属工具制造,切削工具制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路13号,"120.532129","31.430655","706f294ed1784c2bb5d3696e97a103a5",D,"1",,,"3205000013682720"
2026-03-09 18:31:39.000,"913205076689793353",苏州市新天龙管业发展有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇春旺路12号,C,"29","292","2922","1",2026-01-05 11:16:46.000,"20260105","1",制造业,橡胶和塑料制品业,塑料制品业,塑料板、管、型材制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路12号,"120.53684","31.42906","7ffb02acfb464b1184842da3a9457422",C,"1",,,"3205000013684253"
2026-03-09 18:31:40.000,"91320507MA1W92TM7K",苏州译品芯半导体有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春旺路12号,C,"39","399",,"0",,"20250303","1",制造业,计算机、通信和其他电子设备制造业,其他电子设备制造,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路12号,"120.53684","31.42906",ca488d38ca274e288739e6d4f6c820b3,D,"1",,,"3205000013684253"
2026-03-09 18:31:40.000,"91320507MA7GN4NN51",苏州鸿熠瑞精密机械科技有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇春旺路10号,C,"35","356",,"1",2026-01-19 10:57:04.000,"20260119","0",制造业,专用设备制造业,电子和电工机械专用设备制造,,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇春旺路10号,"120.534584","31.430101",cce66637141d4e3eab1bd05380bb6736,D,"1",,,"3205000013691880"
2026-03-09 18:31:37.000,"91320500794589370Q",苏州宝业锻造有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",江苏省苏州市相城区黄埭镇潘阳工业园长泰路18号,C,"33","339","3393","1",2026-01-21 16:05:23.000,"20260121","1",制造业,金属制品业,铸造及其他金属制品制造,锻件及粉末冶金制品制造,"320507103",黄埭镇,E,,,,,,,,江苏省苏州市相城区黄埭镇长泰路18号,"120.48649","31.42127","30cb919f85a54dc7bc33c134189b0012",C,"1",,,"3205000013746034"
2026-03-09 18:31:39.000,"91320507718580243M",苏州嘉乐威新材料股份有限公司,江苏省,"320000",苏州市,"320500",相城区,"320507",苏州市相城区黄埭镇安民路20号,C,"26","264","2641","1",2026-01-26 16:33:50.000,"20260126","1",制造业,化学原料和化学制品制造业,涂料、油墨、颜料及类似产品制造,涂料制造,"320507103",黄埭镇,"E,A",,,,,,,,江苏省苏州市相城区黄埭镇安民路20号,"120.489336","31.422331","826021c535fb4e3abc4d7436c9472596",B,"1",,,"3205000013787974"
