"时间戳","主键ID","检查主键ID","社会信用代码","省编码","市编码","区县编码","乡镇编码","隐患等级（1：一般隐患 2：重大隐患）","隐患详情","整改建议","整改状态(0：未整改 1：已整改)","提交行政执法状态","预估/期限整改时间","风险表id","风险代码","检查时间","检查部门","隐患状态","信息来源：1-企业自查 2-监管检查 3-监管部门下发 4-行政执法检查","记录表id"," info表id","原表id","创建人","创建日期","修改人","修改日期"," 数据来源","计划id"
2026-03-11 21:02:32.000,"01417af7-d566-691fb2934393ef5a3a","4cf66ee3-d4a2-2e1fb2934393ef5a3a","91320509MA1MQ0HW0J","320000","320500","320509","320509105","1",雨水井埙坏，安全隐患。,请按照管控措施要求完成整改,"1",,2023-11-27 00:00:00.000,,"0301",2023-11-27 11:46:51.000,苏州市三发经编纺织有限公司,"1","1","240ba8e6675b437ba46549c17bdf1279",,"56aaa4b7156b7dba1fb2934393ef5a3a",,,,2023-11-27 11:46:51.000,,
2026-03-11 21:02:32.000,"01df91af-c90c-466590930d57763f95","0e843f2a-2a2f-c06590930d57763f95","9132050971862009X1","320000","320500","320509","320509004","1",应急灯不亮,请按照管控措施要求完成整改,"1",,2023-11-02 00:00:00.000,,"0301",2023-11-02 10:01:27.000,苏州双之铨电脑精密配件有限公司,"1","1","1cbba9c9953142d2897b56667441b841",,"540a63543264df626590930d57763f95",,,,2023-11-02 10:01:27.000,,
2026-03-11 21:02:32.000,"01df91af-c90c-4668ff1abf1eb7c9a5","0e843f2a-2a2f-c068ff1abf1eb7c9a5","9132050971862009X1","320000","320500","320509","320509004","1",应急灯不亮,请按照管控措施要求完成整改,"1",,2023-11-02 00:00:00.000,,"0301",2023-11-02 10:01:27.000,苏州双之铨电脑精密配件有限公司,"1","1","1cbba9c9953142d2897b56667441b841",,"47ff96c114e26c1768ff1abf1eb7c9a5",,,,2023-11-02 10:01:27.000,,
2026-03-11 21:02:32.000,"01e87a7638d444ada8abbd1fe9bad959",rwjl01e87a7638d4a8abbd1fe9bad959,"91320592MA1Q4AJG3G","320000","320500","320582","320582403","1",有飞棉,请按照管控措施要求完成整改,"1",,2023-12-23 00:00:00.000,,"0901",2023-11-23 00:00:00.000,张家港保税区衣者毛纺有限公司,"1","1",df9a4836340d4e83910e12847a3a4306,,f1e6d3d24d914093a8abbd1fe9bad959,,,,2023-11-28 23:27:00.000,,
2026-03-11 21:02:32.000,"02ace43ba05448f866091276b444761b",rwjl33993945c6b866091276b444761b,"913205827673999260","320000","320500","320582","320582101","1",喷漆场所堆放杂物,请按照管控措施要求完成整改,"1",,2023-12-27 00:00:00.000,,"0717",2023-11-27 11:22:57.000,张家港赛姆考机电有限公司,"1","1","2370c589d0e04bcc9550bd4beb09f8aa",,ac48f6b7c862112b66091276b444761b,,,,2023-11-28 22:23:16.000,,
2026-03-11 21:02:32.000,"063d83d0c5cc4c714c5128545ab26c98","063d83d0c5cc4c714c5128545ab26c98","91320507323873455K","320000","320500","320507","320507100","1",未设置安全警示标志,请按照管控措施要求完成整改,"1",,2023-12-02 00:00:00.000,,"0301",2023-11-17 15:36:32.000,相城区应急管理局,"1","2","54b6bdeaef3441918cf5b79ef55dbc64",,c5e9dc2f49ff554a4c5128545ab26c98,,,,2023-11-17 15:36:32.000,,
2026-03-11 21:02:32.000,"063d83d0c5cc4c716e6b3e3d6b933e80","063d83d0c5cc4c716e6b3e3d6b933e80","91320507323873455K","320000","320500","320507","320507100","1",未设置安全警示标志,请按照管控措施要求完成整改,"1",,2023-12-02 00:00:00.000,,"0301",2023-11-17 15:36:32.000,相城区应急管理局,"1","2","54b6bdeaef3441918cf5b79ef55dbc64",,"79b5c6880dea0a516e6b3e3d6b933e80",,,,2023-11-17 15:36:32.000,,
2026-03-11 21:02:32.000,"063d83d0c5cc4c719598c21b401b7dbe","063d83d0c5cc4c719598c21b401b7dbe","91320507323873455K","320000","320500","320507","320507100","1",未设置安全警示标志,请按照管控措施要求完成整改,"1",,2023-12-02 00:00:00.000,,"0301",2023-11-17 15:36:32.000,相城区应急管理局,"1","2","54b6bdeaef3441918cf5b79ef55dbc64",,"3ddf618ad88d19549598c21b401b7dbe",,,,2023-11-17 15:36:32.000,,
2026-03-11 21:02:32.000,"08101d27-9209-a1a4e1cdbc0f8685fe","2241ec24-42ea-20a4e1cdbc0f8685fe","91320509561827497K","320000","320500","320509","320509105","1",不涉及,请按照管控措施要求完成整改,"1",,2023-11-05 00:00:00.000,,"0309",2023-11-05 13:48:11.000,吴江市诚友纺织印花有限公司,"1","1",fdf57e85752b4da1b400d1aeff575620,,"7834aede7f3431e5a4e1cdbc0f8685fe",,,,2023-11-05 13:48:11.000,,
2026-03-11 21:02:32.000,"0f503e833958406109b1351743269181",rwjl0f503e83395809b1351743269181,"91320582MA1N3UKB5M","320000","320500","320582","320582106","1",维保记录中航车防脱钩失效,请按照管控措施要求完成整改,"1",,2023-12-03 00:00:00.000,,"0717",2023-11-03 00:00:00.000,江苏欧锐克智能装备有限公司,"1","1",c7f6a09f214842edb611ef7659103e45,,dd6fc2f0bd4177d809b1351743269181,,,,2023-11-28 23:56:49.000,,
2026-03-11 21:02:32.000,"0fecae2d-3a44-4a33bea0636a2f1d97","353ab36b-5315-1a33bea0636a2f1d97","91320509302028818T","320000","320500","320509","320509107","1",消防箱未补上灭火器,请按照管控措施要求完成整改,"1",,2023-11-03 00:00:00.000,,"0707",2023-11-04 13:45:20.000,苏州格林新材料科技有限公司,"1","1",c0b2b68bddbe48ccb8ae56a9bd94df92,,e9b3e78d259dea9e33bea0636a2f1d97,,,,2023-11-03 17:41:55.000,,
2026-03-11 21:02:32.000,"123bac27-ea45-6b837dc40e1213bef2","0906cec2-f914-bd837dc40e1213bef2","913205095617821967","320000","320500","320509","320509110","1",消防设备失效,请按照管控措施要求完成整改,"1",,2023-11-20 00:00:00.000,,"0309",2023-11-20 15:15:35.000,吴江市锦驭鞋材厂,"1","1","5bcf3bbeb5754a32885a55ef6cb04dde",,"0c390505844c4b66837dc40e1213bef2",,,,2023-11-20 15:15:35.000,,
2026-03-11 21:02:32.000,"1759af30-5842-95256392c150b89e9c","2c2c2c3d-48b0-0a256392c150b89e9c","9132050979614181X4","320000","320500","320509","320509105","1",空压机报警,请按照管控措施要求完成整改,"1",,2023-11-08 00:00:00.000,,"0314",2023-11-08 15:18:46.000,吴江铭骐喷织厂,"1","1",def24521244a4e4c9b521482b641fc8a,,b33dafbfe8bb52a2256392c150b89e9c,,,,2023-11-08 15:18:46.000,,
2026-03-11 21:02:32.000,"179df757-e2cd-846cfb7ca7b3cab1a4","09e03bda-006f-286cfb7ca7b3cab1a4","91320509MA1XME2A1G","320000","320500","320509","320509105","1",定期检查,请按照管控措施要求完成整改,"1",,2023-11-05 00:00:00.000,,"0314",2023-11-05 12:14:15.000,苏州市仓满纺织厂,"1","1",c42c41478f5845059dad8db545e84638,,"6bcb22a3684585736cfb7ca7b3cab1a4",,,,2023-11-05 12:14:15.000,,
2026-03-11 21:02:32.000,"17b56b90cf634c3ca2b8e7564f86c67e",rwjl17b56b90cf63a2b8e7564f86c67e,"9132058233109884XU","320000","320500","320582","320582199","1",特种设备是否定期检测，是否张贴安全使用证或标志。未按装投影灯,请按照管控措施要求完成整改,"1",,2023-12-07 00:00:00.000,,"0306",2023-11-07 00:00:00.000,张家港市普利尔机械有限公司,"1","1","16413f3d0cd0457c8f9554adab057a30",,"566bf232d87f4193a2b8e7564f86c67e",,,,2023-11-28 22:57:29.000,,
2026-03-11 21:02:32.000,"1b37e214-0360-7552c52c77d1d1037f","0efa0c9e-2d51-7452c52c77d1d1037f","91320509566852915K","320000","320500","320509","320509003","1",油料桶未设置防渗漏托盘,请按照管控措施要求完成整改,"1",,2023-11-04 00:00:00.000,,"0309",2023-11-18 11:05:21.000,苏州市富同石英科技有限公司,"1","1","32baf386cf7a4a0a932df0738433be50",,"93483907c485723d52c52c77d1d1037f",,,,2023-11-04 15:42:52.000,,
2026-03-11 21:02:32.000,"1b37e214-0360-75ba9f0e853ab0ad16","0efa0c9e-2d51-74ba9f0e853ab0ad16","91320509566852915K","320000","320500","320509","320509003","1",油料桶未设置防渗漏托盘,请按照管控措施要求完成整改,"1",,2023-11-04 00:00:00.000,,"0309",2023-11-18 11:05:21.000,苏州市富同石英科技有限公司,"1","1","32baf386cf7a4a0a932df0738433be50",,ea48c6c73180d773ba9f0e853ab0ad16,,,,2023-11-04 15:42:52.000,,
2026-03-11 21:02:32.000,"1b765e05-1a53-454bd052304172f1ff","0da8a9de-5dde-4d4bd052304172f1ff","91320509087809928B","320000","320500","320509","320509001","1","",请按照管控措施要求完成整改,"1",,2023-11-17 14:22:20.000,,"0301",2023-11-17 14:22:20.000,吴江区应急管理局,"1","2","903a119d23274472a530dd52fac3dd31",,"1837cbe475f0d9b64bd052304172f1ff",,,,2023-11-17 14:22:20.000,,
2026-03-11 21:02:32.000,"2123174a-1cb2-5cb4d48d44df6da336","11c30d26-ecf3-3fb4d48d44df6da336","91320509MA1P37HEX3","320000","320500","320509","320509105","1",作业没有通风,请按照管控措施要求完成整改,"1",,2023-11-07 00:00:00.000,,"0301",2023-11-20 10:32:20.000,苏州周朋纺织后整理厂,"1","1","285e0bfbb8bf42b09c508ad36aaf218e",,fcdc057146a243a9b4d48d44df6da336,,,,2023-11-07 11:32:33.000,,
2026-03-11 21:02:32.000,"2123174a-1cb2-5cba5e2dc5b90f0d93","11c30d26-ecf3-3fba5e2dc5b90f0d93","91320509MA1P37HEX3","320000","320500","320509","320509105","1",作业没有通风,请按照管控措施要求完成整改,"1",,2023-11-07 00:00:00.000,,"0301",2023-11-20 10:32:20.000,苏州周朋纺织后整理厂,"1","1","285e0bfbb8bf42b09c508ad36aaf218e",,"9ec283fac35842e2ba5e2dc5b90f0d93",,,,2023-11-07 11:32:33.000,,
2026-03-11 21:02:32.000,"21aa7c39-a82b-eca674b462c3b02e50","0095b3f3-e472-3ca674b462c3b02e50","91320509MA1MF2HP92","320000","320500","320509","320509104","1",空压机布置不合规，周边摆放杂物，存在安全隐患,请按照管控措施要求完成整改,"1",,2023-11-03 00:00:00.000,,"0314",2023-11-03 13:43:08.000,苏州昇涛纺织科技有限公司,"1","1","927e95fd4121464ea5cb11bce2da6fda",,"03911bd387914cc5a674b462c3b02e50",,,,2023-11-03 13:43:08.000,,
2026-03-11 21:02:32.000,"8aae07328e89be00018e974ebb237a48","8aae07328e89be00018e974ebb227a47","92320582MA1WX38N5T","320000","320500","320582","320582104","1",应急照明灯是否充电,已经充电,"1","0",2024-04-02 09:33:00.000,,,2024-04-01 09:38:23.000,,"1","5",,,,,,,2024-04-01 09:39:07.000,,"20240101030004"
2026-03-11 21:02:32.000,"21aa7c39-a82b-ecf549d3643012246f","0095b3f3-e472-3cf549d3643012246f","91320509MA1MF2HP92","320000","320500","320509","320509104","1",空压机布置不合规，周边摆放杂物，存在安全隐患,请按照管控措施要求完成整改,"1",,2023-11-03 00:00:00.000,,"0314",2023-11-03 13:43:08.000,苏州昇涛纺织科技有限公司,"1","1","927e95fd4121464ea5cb11bce2da6fda",,"6a29f2ffd8770841f549d3643012246f",,,,2023-11-03 13:43:08.000,,
2026-03-11 21:02:32.000,"223ec089d69d47e3897113974cfeb697","223ec089d69d47e3897113974cfeb697","91320507785982349J","320000","320500","320507","320507100","1",油漆放置防爆柜未落实双人双锁制，接地未落实规范,请按照管控措施要求完成整改,"1",,2023-12-09 00:00:00.000,,"0717",2023-11-24 15:01:14.000,相城区应急管理局,"1","2",a3427ccdbb4b4df49689443dc5557720,,"5fe2f731f7db4473897113974cfeb697",,,,2023-11-24 15:01:14.000,,
2026-03-11 21:02:32.000,"24cac485-736b-47490b95dfc4e85fa7","24cac485-736b-47490b95dfc4e85fa7","91320509MA25019C38","320000","320500","320509","320509107","1",检测已过期,请按照管控措施要求完成整改,"1",,2023-10-26 00:00:00.000,,"0314",2023-11-03 09:36:52.000,吴江区应急管理局,"1","2",c89489378bc840859c78c6551592af1b,,b6bae5893c2c47a0490b95dfc4e85fa7,,,,2023-11-03 09:36:52.000,,
2026-03-11 21:02:32.000,"26a64543632d4ff3b463826f417d4c20",f7b555c05fa74ff8b463826f417d4c20,"91320500667601138X","320000","320500","320507","320507006","1",烘箱上缺少高温标识,请按照管控措施要求完成整改,"1",,2023-11-23 00:00:00.000,,"0301",2023-11-08 10:17:35.000,苏州勤伦机电有限公司,"1","1",ad51d090a52848f6bd7fbd69e84b2def,,d8dec1dc54a44e42b463826f417d4c20,,,,2023-11-08 10:34:02.000,,
2026-03-11 21:02:32.000,"27c281d4-9211-83e30b405dfcd4a3d2","4044e5ad-6c51-e2e30b405dfcd4a3d2","91320509608296508W","320000","320500","320509","320509105","1",洗眼器压力不足,请按照管控措施要求完成整改,"1",,2023-11-18 00:00:00.000,,"0905",2023-11-18 15:59:32.000,苏州欧倍德纺织印染有限公司,"1","1",c7e24db9fd5c4b6ba4efacb584046e75,,"5d7160d3c287525ae30b405dfcd4a3d2",,,,2023-11-18 15:59:31.000,,
2026-03-11 21:02:32.000,"29895cab-8c8a-a0b000e0dd9be6e822","29056a65-b71a-44b000e0dd9be6e822","9132050933130472XJ","320000","320500","320509","320509111","1",有一个防爆柜未接地线,请按照管控措施要求完成整改,"1",,2023-11-07 00:00:00.000,,"0309",2023-11-07 11:14:12.000,苏州健睿电子机械有限公司,"1","1","3d5ade168b8f4fd7bccc58ae49a7d234",,"5a917a6a3acfd8b2b000e0dd9be6e822",,,,2023-11-07 11:14:12.000,,
2026-03-11 21:02:32.000,"2ce51994-f004-067023a8e60ec4b37e","5f348f38-c693-b77023a8e60ec4b37e","91320509767387642P","320000","320500","320509","320509107","1",熔炼车间盖板破损,请按照管控措施要求完成整改,"1",,2023-11-30 00:00:00.000,,"0506",2023-11-04 14:37:05.000,江苏富威科技股份有限公司,"1","1",ea22284336534681b770ae8fbc8ce7c2,,"8f4d5b44990927037023a8e60ec4b37e",,,,2023-11-18 09:24:43.000,,
2026-03-11 21:02:32.000,"2cf3879a-8761-3e9adf9e35a347815a",ab6c3112-73d8-339adf9e35a347815a,"913205096082970416","320000","320500","320509","320509109","1",消防沙缺铁锹,请按照管控措施要求完成整改,"1",,2023-11-23 00:00:00.000,,"0905",2023-11-23 14:46:36.000,苏州铭德纺织品有限公司,"1","1","2914df3be90b489387cba8d56a4eb56d",,"56e055b091f8063b9adf9e35a347815a",,,,2023-11-23 14:46:35.000,,
2026-03-11 21:02:32.000,"2fc695936b7744e73c5dbfc387891b9f",rwjl2fc695936b773c5dbfc387891b9f,"913205823391937296","320000","320500","320582","320582001","1",较大风险告知牌内容确实,请按照管控措施要求完成整改,"1",,2023-12-21 00:00:00.000,,"0812",2023-11-21 10:42:34.000,张家港阿里木木贸易有限公司,"1","1","383b7c8da8fe40a99e9f385ec2dabc8b",,"3008e0face7a29183c5dbfc387891b9f",,,,2023-11-29 00:15:41.000,,
2026-03-11 21:02:32.000,"2fc695936b7744e789e2b820d3a25a18",rwjl2fc695936b7789e2b820d3a25a18,"913205823391937296","320000","320500","320582","320582001","1",较大风险告知牌内容确实,请按照管控措施要求完成整改,"1",,2023-12-21 00:00:00.000,,"0812",2023-11-21 10:42:34.000,张家港阿里木木贸易有限公司,"1","1","383b7c8da8fe40a99e9f385ec2dabc8b",,bd65479299f1f8cc89e2b820d3a25a18,,,,2023-11-29 00:15:41.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f85fba2fb17da71ff",rwjl3179185e1eeb85fba2fb17da71ff,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"82d24b208af1469485fba2fb17da71ff",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f89ffa6bfe9159147",rwjl3179185e1eeb89ffa6bfe9159147,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"69222e97c84b4ce989ffa6bfe9159147",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f8a2d6c7baef19bae",rwjl3179185e1eeb8a2d6c7baef19bae,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"2df7fb601d2948568a2d6c7baef19bae",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f8ac64da5f8c117b4",rwjl3179185e1eeb8ac64da5f8c117b4,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,e0df54c860ad45978ac64da5f8c117b4,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f8df70bbff545b28b",rwjl3179185e1eeb8df70bbff545b28b,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"9e36c50db28d4af38df70bbff545b28b",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474f8ed0dae307de9d84",rwjl3179185e1eeb8ed0dae307de9d84,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"5997a7b744e143468ed0dae307de9d84",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fa561903fa5f0acb8",rwjl3179185e1eeba561903fa5f0acb8,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,cc59fa3d6f26479ba561903fa5f0acb8,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fa9f2d19b5cb32635",rwjl3179185e1eeba9f2d19b5cb32635,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,d961aa29785d4b21a9f2d19b5cb32635,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fa9f827845349ea49",rwjl3179185e1eeba9f827845349ea49,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,a1fa105487684600a9f827845349ea49,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474faa80dda6233fcdaa",rwjl3179185e1eebaa80dda6233fcdaa,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,ec8c81d118874c38aa80dda6233fcdaa,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3df0875b-dca1-75b47b392b0b63ba75","02b0f01b-0273-adb47b392b0b63ba75","91320509750549481L","320000","320500","320509","320509105","1",灭火器被堵,请按照管控措施要求完成整改,"1",,2023-11-02 00:00:00.000,,"0309",2023-11-02 09:14:45.000,吴江市秀峰喷织厂,"1","1","08f6ec01956c4aef82d90d981f9ac6bf",,b27ba6bf53584acfb47b392b0b63ba75,,,,2023-11-02 09:14:45.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fac0f094b2a8c2c48",rwjl3179185e1eebac0f094b2a8c2c48,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"819e66a864ef4a05ac0f094b2a8c2c48",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fae6f0ea0f16b35d8",rwjl3179185e1eebae6f0ea0f16b35d8,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,cd480af43f7e4f48ae6f0ea0f16b35d8,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fb7b727982fec2b4b",rwjl3179185e1eebb7b727982fec2b4b,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"8d66d68aeb1547ceb7b727982fec2b4b",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fb8a205955267f89b",rwjl3179185e1eebb8a205955267f89b,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,"5018ea154e214c0fb8a205955267f89b",,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fbd5c75146cbc6e72",rwjl3179185e1eebbd5c75146cbc6e72,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,e5f7921c70b04437bd5c75146cbc6e72,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fbdc8a47907ed273b",rwjl3179185e1eebbdc8a47907ed273b,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,e36357fd05d744dcbdc8a47907ed273b,,,,2023-11-28 22:34:44.000,,
2026-03-11 21:02:32.000,"3179185e1eeb474fbf2feea5802b2859",rwjl3179185e1eebbf2feea5802b2859,"91320500750044854E","320000","320500","320582","320582100","1",有限空间场所未落实关锁,请按照管控措施要求完成整改,"1",,2023-12-04 00:00:00.000,,"0301",2023-11-04 00:00:00.000,苏州龙杰特种纤维股份有限公司,"1","1","048eddfa2e164ad9b64267a26554e8c2",,bb77c6d3a47d4c0abf2feea5802b2859,,,,2023-11-28 22:34:44.000,,
