"时间戳","主键","创建人","创建时间","修改人","修改时间","企业id","标签id","标签名称","数据来源"
2025-10-26 19:33:13.000,"00007856f829313ca797c514bc569ed5",,,,,"91320583MA1W4X421Y",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:08.000,"00010768f1061d2b05a512353c9fafe6",,,,,"913205066668078715",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:13.000,"00011da28f26836a2bd6db0a55a39120",,,,,"91320585562930146A","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"000158addae99f9c97a97ca9bc412720",,,,,"91320582MA20QBHF3L","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:09.000,"000195e1f390ceb9d823d9fa2e3ddf1a",,,,,"913205091382316458","99ab4b32297541aabad837ed9541f024",危化品使用企业,
2025-10-26 19:33:11.000,"0001fca05ac6fd420feeef7ade27d7a5",,,,,"91320581785579912H",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"0002fec68c9c421f75e26bdaacab8056",,,,,"913205810882551110",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"000301a23a05e07b36e2b0b56dfd942f",,,,,"91320509346489835L",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"0003462856e5c4bf870d15949198b968",,,,,"91320507734419951U",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"0003af445a346acc28751f32fc8e3824",,,,,"91320582MACBCREN5K","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"0003fc5328c5dcd79cc2538a4856467e",,,,,"913205827724689658",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"00051747970b7a42d3364936c1b8fff4",,,,,"913205830941253646","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"0006a065449eba9002a7ce3ab8b6eda3",,,,,"91320594398226033H","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:14.000,"000728dd22240103226649d9ccea389f",,,,,"92320583MA1WFF7Y30",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"000830ae9f7578c3d9cc5d016ea8760f",,,,,"91320509673047671Y",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"00083a1f979c68e7da7af2b20c0d38b3",,,,,"91320583MA1MYE5X4L","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:11.000,"0008f9b4da02136864473cf098b5a1fa",,,,,"91320582569152607Y","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:09.000,"0008fe10a0ea7605f93fe2411a4a8b9f",,,,,"913205075603216546","1a282fd947354a6295071c1e9b84948b",厂中厂-出租方,
2025-10-26 19:33:13.000,"000a2eadd3a9b95343b8f4516df24eb5",,,,,"91320583MA7NHFQMX0","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:14.000,"000a818ae0a984c258c3f30c28130d9b",,,,,"91320594MA23HYP83N",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:14.000,"000adce146796dc75c2cf1d60575fda3",,,,,"91320594MA1MQDE48J","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:12.000,"000b02388ac01afe1ecaed559686575d",,,,,"91320583331116921D",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"000bf01a161fec569399b00f6eb1b67d",,,,,"913205815810279801","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:08.000,"000c096556e40a8a39356112f119c668",,,,,"91320506MA1MQRF936","99ab4b32297541aabad837ed9541f024",危化品使用企业,
2025-10-26 19:33:10.000,"000c113d3ad6b333f9e799f8705b9fc4",,,,,"91320581727392658Y",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"000c357997cd4a0b03a07ebcea6dc6bc",,,,,"91320582MA1ML1U666","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"000c408805689b426d37edf5dbb39910",,,,,"913205090518056699",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"000c5cc80040982cec5ea298e3b630ee",,,,,"91320509784974072C","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:11.000,"000d07b1b29ba3a14f99da0bfdfb9492",,,,,"9132058273378886X2","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:10.000,"000d82ccbcce98908a3f094c46428ca5",,,,,"91320581142014301W",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"000dae2906619781475c97f8bd3042d2",,,,,"91320583550259279F","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"000e38d1c92789b4a0717256b4e9bb44",,,,,"91320583MA247GMY47","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:12.000,"000e6e94a088d86d4801a59da716d4ee",,,,,"9132058362838349X0",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"000e9636bf166f86a5f37be19c47173e",,,,,"91320509MA1MEJ1M3E","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:11.000,"000e9a86f28eb772c72c831d854bca4d",,,,,"91320582776424484P","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"000f4d70af05838323eb73f77c4882b0",,,,,"913205826816486536","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:12.000,"000f4ebb3d757c54a78f022746e41c98",,,,,"91320583689194887X","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:12.000,"000f673357f62f1a69891787f61108ab",,,,,"91320583586636152J","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"000fc8552ed45c7836f3d867770a5f1e",,,,,"91320507789084765Y","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:10.000,"001014037f549e2d3629de430e326e55",,,,,"91320509MAD22WXM0Q","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:08.000,"00101e57e7c53fdf0734873566359060",,,,,"91320505699359446D",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:14.000,"0010220246665b24d01f96284036bf95",,,,,"92320507MA1PKAWQ40","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:08.000,"001052a6ed2f5a8aa1f1e62631c214e9",,,,,"913205063391268840",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"0011671face7afe2c53e681dc01e171d",,,,,"91320583564298041T","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"001186a94a6706d887274a254b70a6c7",,,,,"91320582301999356H","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:14.000,"00119b0e56b4eb2db577c2d6618ad9f2",,,,,"92320583MA1T8C7737","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:10.000,"0011ba54d4bb6bded81792562052823d",,,,,"91320581251450751C",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:07.000,"0011dd58ae77ad4bc9c9fb44c2fa4e4c",,,,,"913205007539426414",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:14.000,"001230508198613a9963a64c70a0b75b",,,,,"92320509MA1N4E2Q5J","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:12.000,"00124729525dbbce1fe9f4eb0a7f6ee3",,,,,"91320583MA1MRNY563",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"0012847a41950691cfade29b16958de4",,,,,"91320507MA1WU3GB1G","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"001399ff3fb23a135f6bca84a6b71a43",,,,,"91320507776444485N","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:10.000,"0013c2f5843028f9a3addfd720bf8e01",,,,,"913205815899731112","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"001425d20e41b2a62d459d8cff0c99a5",,,,,"913205945703079444","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"00145b90d0b2c92e131dd482a923c26c",,,,,"91320583MA22AXN70Q","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:11.000,"00146f80774b6d2f80d7bcc287f2bc53",,,,,"91320581MA1NM0R95F",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:13.000,"001523afa6ce74ed5450ee7765b2162e",,,,,"91320583MA1YJ2MU41",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:13.000,"0015654289fb00511b4f7167bf3c45e9",,,,,"91320594776418156B",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"00157d94735b71787efd6c834811b93b",,,,,"913205821421747780","1a282fd947354a6295071c1e9b84948b",厂中厂-出租方,
2025-10-26 19:33:11.000,"00159413e7def7cc6f6d358ba3f36613",,,,,"91320582MA1X59TM57","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:10.000,"0015ac1896bcaa1797665b2b3555b028",,,,,"91320509MA26U1HK4K",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"001615fedd2fa2c3b079842e459b13f5",,,,,"91320583MA1Q21AW1P","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"00166fe7fa9a64159e0d3a2b8ff6b9b1",,,,,"91320585678323129J",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:12.000,"001696b8674b9217aa40d57ffb02c42e",,,,,"91320583331085707Y","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:10.000,"001697bd660405fa84a69281fd4d40e3",,,,,"91320581142016075X",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:14.000,"0016ad3e9c8de81ea41ae3905ffa4127",,,,,"92320585MA1YW8CD9H","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:10.000,"0016b460179f7f0d083bd8bd33deece2",,,,,"91320509MA20XLGD67",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"00170ed79c49e0304b3e94ec08607366",,,,,"91320509714956311L","1a282fd947354a6295071c1e9b84948b",厂中厂-出租方,
2025-10-26 19:33:09.000,"001714226e115b9564695654870fffa5",,,,,"91320507MA1Y6GH98A","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"00178704e026a671e0986d8060f51447",,,,,"91320583MA1Y0EUQ12",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"001789b29945d337808a754142b6ced4",,,,,"9132050957255720XT",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:08.000,"001803efbc372eff597d03ed0c4d27b0",,,,,"913205065524881044",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"001810c8e8a0a425a420f9c2ca11b774",,,,,"9132050856176166XJ","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"0018aa54c439ccb8b24de29195648868",,,,,"91320585666845835B","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:07.000,"0018bc422d9b827600ba9d5d427f4d61",,,,,"91320500331139795K",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:13.000,"001988edc615489a586ab8a674b7be85",,,,,"91320585716849456P","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"001ad8ec3b76c2bc027a7f62f122b9ee",,,,,"913205076783451923",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:08.000,"001ae72caf913636d76ce519ee94b46d",,,,,"91320505MA1TA2KB2P","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"001be1b7f771edb31db772438167765c",,,,,"91320594772458812Q","99ab4b32297541aabad837ed9541f024",危化品使用企业,
2025-10-26 19:33:08.000,"001c66df322a0f92a89a69b495dbd51b",,,,,"91320505745583183G","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:08.000,"001d0832515e35a340334ffc903145d9",,,,,"91320505MA1NWBH023",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"001d5b18924792c6ca8f45f370227eb3",,,,,"91320581796513169D",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:14.000,"001d8b6d305dee1aee4f0d36d723e0c4",,,,,"92320583MA1P791B0T",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"001dd0541ecbfd9790103cf43887528b",,,,,"91320582MA1W8KLC82","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"001dd972fb9d53fe73585a30f042e938",,,,,"9132050731418632XL",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:09.000,"001e740c3cb3a224c70b12da6c166776",,,,,"91320507593995102R","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:14.000,"001eb5aeff930d6c1fbb79f2607c1eb8",,,,,"92320583MA1PJT3G4P","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"001f8ae9eb874ad21a5027a974fd07da",,,,,"91320583MA203YAG46","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:07.000,"002000f82f9ecbc330d8eda029c05f8b",,,,,"91320500MA1WT0T788",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"0020c188af61ff530142c206e263467f",,,,,"91320509MABMJNNBXM","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:12.000,"0020e5aa3eb0139f71462fe67d092355",,,,,"913205833392022505","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"0021043829a265868c197cba6ee44f84",,,,,"91320509561827550F","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"002141f033b12405cc0722c41afe93fb",,,,,"913205077890851869","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:09.000,"002223e45d6ad4527f8eda1b861b9e11",,,,,"91320507MA1RNT606K","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"0022be38e943dd3361c26689004c59b3",,,,,"91320583MA1W468L9T",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:13.000,"00238e3ff24bce9d3a70684e0cc8341c",,,,,"91320585MA1MDYF591",aca9a01815684397bd880b9ec0d62aee,粉尘涉爆企业,
2025-10-26 19:33:09.000,"00238f33e028a35113e7e1c2cb52c12d",,,,,"91320508798637886J","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:14.000,"0023b9402d89c7c2db78476976c51a70",,,,,"92320509MA1PW2JC07",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"00252494dadb93fab2392399c3d76033",,,,,"91320509MA21J8FK6E","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"002568aa91f2fb93908e5278a2181fc5",,,,,"91320581MA2513121Q",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"002637efe1f0cffaff73763e128ee587",,,,,"91320509MA20HFHH1G",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:08.000,"002688da6d614f9df9d6dde6ebadedab",,,,,"913205066979020384","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"0026ba16cd3c30056bad9e78b0f31042",,,,,"91320583MA20K55K9K","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:10.000,"0027abd6bf619adde451707132571ef8",,,,,"91320509838250732B","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:14.000,"002829f1a9146869f5f7f00bc814b5ef",,,,,"92320507MA1PKA9Y37","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"0028558c9dddbbd33990cfc2592918a1",,,,,"91320585MA1N1HEG1M","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:13.000,"00289f0e6f710ad86ce0840219b3a49b",,,,,"913205943464855007",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"002962c90313af43d1d3ba7a94ec2a25",,,,,"91320581MA1WP08L7F","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"0029932a68908a406e2848b24e64de3a",,,,,"91320581MA235EJY85","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:12.000,"0029c01b4e94c08e303a982d3c8bac23",,,,,"91320583MA1R7CA91W","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:08.000,"002a39644da46e8e3239b9c725ae7f08",,,,,"91320505732513733J","99ab4b32297541aabad837ed9541f024",危化品使用企业,
2025-10-26 19:33:11.000,"002a72f24386d81427b420039f4ed32b",,,,,"91320583051874859P","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:10.000,"002a7e8aa440e3e5ec93ac2faa20c231",,,,,"91320509MA265HE5XT","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:11.000,"002a877e90b72c4ba73308fe014d0d5d",,,,,"91320582736522477U","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:08.000,"002ab747ea54f26c8e58426b48080b59",,,,,"91320506301940426A","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"002d35aaaf7eef4af879e2f0e26a349a",,,,,"91320585MAC2P3H54A","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:12.000,"002d638762ba0388980643c96dd11f90",,,,,"91320583668373974D",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:10.000,"002da20c59db0accdbba4a027f0889cb",,,,,"91320509MA1N2E2G2L","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:08.000,"002e9e3bf3fd5f0571a1e9ccca329d35",,,,,"91320506074706567D","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:13.000,"002edda954f060e89e2301a711339847",,,,,"91320583MA235JKT7D","4e0899e990724afdb54fb1559a89053e",厂中厂-承租方,
2025-10-26 19:33:09.000,"002f3fdef907b3c3b83424c72c8aa839",,,,,"91320507MA1NTKC76H","2ed65e7e852b4b29837b00f9b243d5d1",厂中厂（省级）,
2025-10-26 19:33:07.000,"002fb0cb4a9c3fd3c5b5449b6db84ad0",,,,,"91320500738277671B",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"002fb3a1b55208f93fc4969da953da83",,,,,"91320582565348186P",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
2025-10-26 19:33:11.000,"00309baaff3bb6cd28ba119cda8f1c94",,,,,"913205826944960464",bb482be4ad7c4313ae774ba8d7b29e85,乡镇（街道）级,
